Dept;Section;Family;Sub-family;Level 1 code;Priority level 1;Level 1 Name;Level 2 code;Priority level 2;Level 2 Name;Level 3 code;Priority level 3;Level 3 Name;Level 4 code;Priority level 4;Level 4 Name;Classification code in Hybris;Classification name in Hybris;Product Type
1;21;13;1;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040207;;Labneh;consumable;consumable;FOOD
1;22;16;1;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040600;;Butter & Margarine;F2040602;;Unsalted Butter;consumable;consumable;FOOD
1;22;16;3;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040600;;Butter & Margarine;F2040603;;Organic Butter;consumable;consumable;FOOD
1;22;17;1;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040600;;Butter & Margarine;F2040604;;Cooking Margarine;consumable;consumable;FOOD
1;22;17;3;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040600;;Butter & Margarine;F2040606;;Light Margarine;consumable;consumable;FOOD
1;22;17;4;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040600;;Butter & Margarine;F2040607;;Margarines & Other Spread;consumable;consumable;FOOD
1;22;19;1;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040500;;Eggs;F2040501;;Brown Eggs;consumable;consumable;FOOD
1;22;19;3;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040500;;Eggs;F2040501;;Brown Eggs;consumable;consumable;FOOD
1;22;19;4;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040500;;Eggs;F2040502;;White Eggs;consumable;consumable;FOOD
1;22;19;5;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040500;;Eggs;F2040501;;Brown Eggs;consumable;consumable;FOOD
1;22;19;6;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040500;;Eggs;F2040502;;White Eggs;consumable;consumable;FOOD
1;22;19;7;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040500;;Eggs;F2040504;;Omega 3 eggs;consumable;consumable;FOOD
1;22;19;8;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040500;;Eggs;F2040503;;Free Range Eggs;consumable;consumable;FOOD
1;22;19;9;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040500;;Eggs;F2040506;;Quails & Duck Eggs;consumable;consumable;FOOD
1;22;19;10;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040500;;Eggs;F2040505;;Organic & Bio Eggs;consumable;consumable;FOOD
1;22;21;1;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040300;;Yoghurt & Dessert;F2040306;;Cream Caramel & Custard;consumable;consumable;FOOD
1;22;21;3;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040300;;Yoghurt & Dessert;F2040312;;Rice & Semolina;consumable;consumable;FOOD
1;22;21;4;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040100;;Milk & Laban;F2040123;;Lactose free Milk;consumable;consumable;FOOD
1;22;21;5;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040100;;Milk & Laban;F2040124;;Other Milk;consumable;consumable;FOOD
1;22;22;1;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040100;;Milk & Laban;F2040125;;UHT Milk Full Fat;consumable;consumable;FOOD
1;22;22;3;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040100;;Milk & Laban;F2040127;;UHT Milk Skimmed;consumable;consumable;FOOD
1;22;22;6;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040100;;Milk & Laban;F2040128;;Baby UHT Milk;consumable;consumable;FOOD
1;22;22;7;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040100;;Milk & Laban;F2040129;;UHT Flavored Milk;consumable;consumable;FOOD
1;22;22;8;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040100;;Milk & Laban;F2040130;;Organic UHT Milk;consumable;consumable;FOOD
1;22;23;1;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040233;;Spread & Processed Cheese;consumable;consumable;FOOD
1;22;23;3;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040233;;Spread & Processed Cheese;consumable;consumable;FOOD
1;22;23;4;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040233;;Spread & Processed Cheese;consumable;consumable;FOOD
1;22;23;5;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040233;;Spread & Processed Cheese;consumable;consumable;FOOD
1;22;23;6;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040233;;Spread & Processed Cheese;consumable;consumable;FOOD
1;22;23;7;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040233;;Spread & Processed Cheese;consumable;consumable;FOOD
1;22;23;8;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040233;;Spread & Processed Cheese;consumable;consumable;FOOD
1;22;24;1;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040234;;Shredded & Grated Cheese;consumable;consumable;FOOD
1;22;24;3;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040234;;Shredded & Grated Cheese;consumable;consumable;FOOD
1;22;24;4;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040234;;Shredded & Grated Cheese;consumable;consumable;FOOD
1;22;24;5;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040234;;Shredded & Grated Cheese;consumable;consumable;FOOD
1;22;24;6;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040234;;Shredded & Grated Cheese;consumable;consumable;FOOD
1;22;25;1;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040235;;"Halloumi, Akawi & Kashkawal";consumable;consumable;FOOD
1;22;25;3;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040203;;Feta & White Cheese;consumable;consumable;FOOD
1;22;25;4;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040203;;Feta & White Cheese;consumable;consumable;FOOD
1;22;25;5;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040235;;"Halloumi, Akawi & Kashkawal";consumable;consumable;FOOD
1;22;26;1;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040209;;Mozzarella & Whey Cheese;consumable;consumable;FOOD
1;22;26;3;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040209;;Mozzarella & Whey Cheese;consumable;consumable;FOOD
1;22;26;4;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040209;;Mozzarella & Whey Cheese;consumable;consumable;FOOD
1;22;26;5;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040204;;Goat Cheese;consumable;consumable;FOOD
1;22;26;6;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040233;;Spread & Processed Cheese;consumable;consumable;FOOD
1;22;26;7;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040238;;Soft Cheese & Cottage;consumable;consumable;FOOD
1;22;26;8;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040239;;Local specialties;consumable;consumable;FOOD
1;22;27;1;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040240;;French Cheese;consumable;consumable;FOOD
1;22;27;3;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040242;;Italian Cheese;consumable;consumable;FOOD
1;22;27;4;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040243;;Cheese From the World;consumable;consumable;FOOD
1;22;27;5;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040244;;Holland Cheese;consumable;consumable;FOOD
1;22;27;6;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040243;;Cheese From the World;consumable;consumable;FOOD
1;22;27;7;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040245;;Arabic Cheese;consumable;consumable;FOOD
1;22;27;8;F2000000;;Fresh Food;F2040000;;Dairy & Eggs;F2040200;;Cheese & Labneh;F2040243;;Cheese From the World;consumable;consumable;FOOD
1;23;31;1;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060101;;Beef;consumable;consumable;FOOD
1;23;31;3;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060102;;Chicken;consumable;consumable;FOOD
1;23;31;4;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060104;;Turkey;consumable;consumable;FOOD
1;23;31;5;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060110;;Other Meat Slices;consumable;consumable;FOOD
1;23;32;1;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060101;;Beef;consumable;consumable;FOOD
1;23;32;3;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060102;;Chicken;consumable;consumable;FOOD
1;23;32;4;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060104;;Turkey;consumable;consumable;FOOD
1;23;32;5;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060110;;Other Meat Slices;consumable;consumable;FOOD
1;23;33;1;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060101;;Beef;consumable;consumable;FOOD
1;23;33;3;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060102;;Chicken;consumable;consumable;FOOD
1;23;33;4;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060104;;Turkey;consumable;consumable;FOOD
1;23;33;5;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060110;;Other Meat Slices;consumable;consumable;FOOD
1;23;35;1;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060403;;Pasta;consumable;consumable;FOOD
1;23;35;3;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060403;;Pasta;consumable;consumable;FOOD
1;23;35;4;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060402;;Pasta Sauce;consumable;consumable;FOOD
1;23;36;1;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060300;;Pizza & Puff Pastry;F2060301;;Puff Pastry;consumable;consumable;FOOD
1;23;36;3;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060401;;Ready To Eat;consumable;consumable;FOOD
1;23;36;4;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060300;;Pizza & Puff Pastry;F2060303;;Tortillas;consumable;consumable;FOOD
1;23;36;5;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060300;;Pizza & Puff Pastry;F2060304;;Other Pastry;consumable;consumable;FOOD
1;23;37;1;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060401;;Ready To Eat;consumable;consumable;FOOD
1;23;37;3;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060401;;Ready To Eat;consumable;consumable;FOOD
1;23;37;4;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060401;;Ready To Eat;consumable;consumable;FOOD
1;23;37;5;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060401;;Ready To Eat;consumable;consumable;FOOD
1;23;37;6;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060401;;Ready To Eat;consumable;consumable;FOOD
1;23;37;7;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060401;;Ready To Eat;consumable;consumable;FOOD
1;23;37;8;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060401;;Ready To Eat;consumable;consumable;FOOD
1;23;37;9;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060401;;Ready To Eat;consumable;consumable;FOOD
1;23;41;1;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060111;;Sea Foods;consumable;consumable;FOOD
1;23;41;4;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060111;;Sea Foods;consumable;consumable;FOOD
1;23;41;5;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060111;;Sea Foods;consumable;consumable;FOOD
1;23;42;1;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060111;;Sea Foods;consumable;consumable;FOOD
1;23;42;3;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060111;;Sea Foods;consumable;consumable;FOOD
1;23;42;4;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060111;;Sea Foods;consumable;consumable;FOOD
1;23;42;5;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060111;;Sea Foods;consumable;consumable;FOOD
1;23;42;6;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060111;;Sea Foods;consumable;consumable;FOOD
1;23;42;7;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060111;;Sea Foods;consumable;consumable;FOOD
1;23;42;8;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060111;;Sea Foods;consumable;consumable;FOOD
1;23;43;1;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060113;;Duck Liver;consumable;consumable;FOOD
1;23;43;3;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060106;;Duck;consumable;consumable;FOOD
1;23;43;4;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060100;;Delicatessen & Sea Food;F2060106;;Duck;consumable;consumable;FOOD
1;23;44;1;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060401;;Ready To Eat;consumable;consumable;FOOD
1;23;45;1;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060401;;Ready To Eat;consumable;consumable;FOOD
1;23;45;8;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060405;;Breaded Products;consumable;consumable;FOOD
1;23;45;9;F2000000;;Fresh Food;F2060000;;Delicatessen & Ready Meal;F2060400;;Ready Meal;F2060406;;Dairy Substitute;consumable;consumable;FOOD
1;25;50;1;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;50;3;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;50;4;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;50;5;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;50;6;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;50;7;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;50;8;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;50;9;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;51;1;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020502;;Turkey;consumable;consumable;FOOD
1;25;51;3;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020502;;Turkey;consumable;consumable;FOOD
1;25;51;4;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;51;5;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020503;;Organic & Free Range;consumable;consumable;FOOD
1;25;52;1;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020504;;Duck & Goose;consumable;consumable;FOOD
1;25;52;3;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020505;;Pigeon & Quail;consumable;consumable;FOOD
1;25;52;4;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020505;;Pigeon & Quail;consumable;consumable;FOOD
1;25;52;5;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020509;;Guinea Fowl;consumable;consumable;FOOD
1;25;52;6;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020506;;Rabbit;consumable;consumable;FOOD
1;25;52;7;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020507;;Capon;consumable;consumable;FOOD
1;25;52;8;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020512;;Raw liver;consumable;consumable;FOOD
1;25;56;1;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;57;1;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;58;1;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
1;25;58;999;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
2;52;60;101;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020201;;Australian Beef;consumable;consumable;FOOD
2;52;60;102;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020208;;French Beef;consumable;consumable;FOOD
2;52;60;103;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020209;;Holand Beef;consumable;consumable;FOOD
2;52;60;104;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020210;;Irish Beef;consumable;consumable;FOOD
2;52;60;105;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020202;;New Zealand Beef;consumable;consumable;FOOD
2;52;60;106;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020211;;Local Beef;consumable;consumable;FOOD
2;52;60;107;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020204;;Asian & Egyptian Beef;consumable;consumable;FOOD
2;52;60;108;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020203;;Brazilian Beef;consumable;consumable;FOOD
2;52;60;109;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020207;;Argentinian Beef;consumable;consumable;FOOD
2;52;60;110;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020206;;American Beef Angus;consumable;consumable;FOOD
2;52;60;111;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020205;;South African Beef;consumable;consumable;FOOD
2;52;61;101;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020100;;Veal;F2020104;;Holand Veal;consumable;consumable;FOOD
2;52;61;102;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020100;;Veal;F2020103;;Asian Veal;consumable;consumable;FOOD
2;52;61;103;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020100;;Veal;F2020102;;New Zealand Veal;consumable;consumable;FOOD
2;52;61;104;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020100;;Veal;F2020101;;Australian Veal;consumable;consumable;FOOD
2;52;61;105;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020100;;Veal;F2020105;;Local Veal;consumable;consumable;FOOD
2;52;61;106;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020100;;Veal;F2020106;;Egyptian Veal;consumable;consumable;FOOD
2;52;62;101;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020301;;Australian Lamb;consumable;consumable;FOOD
2;52;62;102;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020303;;Asian Lamb;consumable;consumable;FOOD
2;52;62;103;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020302;;New Zealand Lamd;consumable;consumable;FOOD
2;52;62;104;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020304;;Other Lamb;consumable;consumable;FOOD
2;52;62;105;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020304;;Other Lamb;consumable;consumable;FOOD
2;52;62;107;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020116;;Local Lamb;consumable;consumable;FOOD
2;52;62;108;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020115;;Lamb Carcass;consumable;consumable;FOOD
2;52;63;101;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020307;;Australian Mutton;consumable;consumable;FOOD
2;52;63;102;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020308;;New Zealand Mutton;consumable;consumable;FOOD
2;52;63;103;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020309;;Local Mutton;consumable;consumable;FOOD
2;52;64;101;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020310;;Australian Goat;consumable;consumable;FOOD
2;52;64;102;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020311;;New Zealand Goat;consumable;consumable;FOOD
2;52;64;103;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020312;;Local Goat;consumable;consumable;FOOD
2;52;65;101;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
2;52;65;102;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020502;;Turkey;consumable;consumable;FOOD
2;52;65;103;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020505;;Pigeon & Quail;consumable;consumable;FOOD
2;52;65;104;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020504;;Duck & Goose;consumable;consumable;FOOD
2;52;65;105;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
2;52;67;101;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020400;;Prepared Meat;F2020403;;Beef;consumable;consumable;FOOD
2;52;67;102;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020400;;Prepared Meat;F2020402;;Veal;consumable;consumable;FOOD
2;52;67;103;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020400;;Prepared Meat;F2020404;;Lamb;consumable;consumable;FOOD
2;52;67;104;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020400;;Prepared Meat;F2020405;;Mix Prepared;consumable;consumable;FOOD
2;52;67;105;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020510;;Preapred Chicken;consumable;consumable;FOOD
2;52;67;106;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020400;;Prepared Meat;F2020406;;Ready To Cook;consumable;consumable;FOOD
2;52;67;107;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020400;;Prepared Meat;F2020401;;Minced Meat;consumable;consumable;FOOD
2;52;68;101;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020212;;Beef Offals;consumable;consumable;FOOD
2;52;68;102;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020100;;Veal;F2020107;;Veal Offals;consumable;consumable;FOOD
2;52;68;103;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020306;;Lamb Offals;consumable;consumable;FOOD
2;52;69;101;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020700;;Camel;F2020701;;Camel;consumable;consumable;FOOD
2;52;69;102;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020600;;Deer;F2020601;;Deer;consumable;consumable;FOOD
2;52;69;104;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020508;;Ostrich;consumable;consumable;FOOD
2;52;71;101;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020200;;Beef;F2020213;;Beef;consumable;consumable;FOOD
2;52;71;102;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020100;;Veal;F2020108;;Veal;consumable;consumable;FOOD
2;52;71;103;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020300;;Lamb;F2020113;;lamb;consumable;consumable;FOOD
2;52;71;104;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020800;;Other Meat;F2020801;;Other Meat;consumable;consumable;FOOD
2;52;71;105;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020500;;Poultry;F2020501;;Chicken Parts & Offal;consumable;consumable;FOOD
2;52;71;106;F2000000;;Fresh Food;F2020000;;Butchery & Poultry;F2020400;;Prepared Meat;F2020405;;Mix Prepared;consumable;consumable;FOOD
